Client,Company Code,Accounting Document Number,Fiscal Year,Document Type,Document Date in Document,Month,Posting Date in the Document,Day On Which Accounting Document Was Entered,Invoice Document Number,Fiscal Year of Invoice,Date of the Last Document Change by Transaction,Reference Document Number,Accounting Document Key
100,CompanyCode18,1000013607,2022,Documenttype1,2022-04-04,4,2022-04-21,2022-04-21,1000226153,2022,,1054318731,10002261532022
100,CompanyCode18,1000013608,2022,Documenttype1,2022-04-04,4,2022-04-21,2022-04-21,1000226154,2022,,1054318729,10002261542022
100,CompanyCode18,1000013609,2022,Documenttype1,2022-04-04,4,2022-04-21,2022-04-21,1000226155,2022,,1054318730,10002261552022
100,CompanyCode18,1000013610,2022,Documenttype1,2022-04-12,4,2022-04-21,2022-04-21,1000080045,2022,,1054320478,10000800452022
100,CompanyCode18,1000013611,2022,Documenttype1,2022-04-19,4,2022-04-21,2022-04-21,1000080099,2022,,VF25706237,10000800992022
100,CompanyCode18,1000013612,2022,Documenttype1,2022-04-12,4,2022-04-21,2022-04-21,1000080121,2022,,202200966,10000801212022
100,CompanyCode18,1000013613,2022,Documenttype1,2022-04-12,4,2022-04-21,2022-04-21,1000226156,2022,,5259728927,10002261562022
100,CompanyCode18,1000013614,2022,Documenttype1,2022-04-19,4,2022-04-21,2022-04-21,1000060651,2022,,2204014,10000606512022
100,CompanyCode18,1000013615,2022,Documenttype1,2022-04-14,4,2022-04-21,2022-04-21,1000060659,2022,,30097542,10000606592022
100,CompanyCode18,1000013616,2022,Documenttype1,2022-04-12,4,2022-04-21,2022-04-21,1000060673,2022,,200-V2203938,10000606732022
100,CompanyCode18,1000013617,2022,Documenttype1,2022-04-19,4,2022-04-22,2022-04-22,1000041256,2022,,SFC.BDR.22.0635,10000412562022
100,CompanyCode18,1000013618,2022,Documenttype1,2022-04-18,4,2022-04-22,2022-04-22,1000041289,2022,,9109465220,10000412892022
100,CompanyCode18,1000013619,2022,Documenttype1,2022-03-31,4,2022-04-22,2022-04-22,1000041326,2022,,22705378,10000413262022
100,CompanyCode18,1000013620,2022,Documenttype1,2022-03-31,4,2022-04-22,2022-04-22,1000041328,2022,,220261,10000413282022
100,CompanyCode18,1000013621,2022,Documenttype1,2022-04-08,4,2022-04-22,2022-04-22,1000041329,2022,,143345358,10000413292022
100,CompanyCode18,1000013622,2022,Documenttype1,2022-03-29,4,2022-04-22,2022-04-22,1000041360,2022,,9557743662,10000413602022
100,CompanyCode18,1000013623,2022,Documenttype1,2022-04-19,4,2022-04-22,2022-04-22,1000226157,2022,,22060234,10002261572022
100,CompanyCode18,1000013624,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080287,2022,,2275127,10000802872022
100,CompanyCode18,1000013625,2022,Documenttype1,2022-04-20,4,2022-04-22,2022-04-22,1000080292,2022,,22800947,10000802922022
100,CompanyCode18,1000013626,2022,Documenttype1,2022-04-12,4,2022-04-22,2022-04-22,1000080311,2022,,2600614,10000803112022
100,CompanyCode18,1000013627,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080329,2022,,VF25706137,10000803292022
100,CompanyCode18,1000013628,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080330,2022,,VF25706136,10000803302022
100,CompanyCode18,1000013629,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080331,2022,,VF25706135,10000803312022
100,CompanyCode18,1000013630,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080333,2022,,VF25706134,10000803332022
100,CompanyCode18,1000013631,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080335,2022,,VF25706133,10000803352022
100,CompanyCode18,1000013632,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080337,2022,,VF25706132,10000803372022
100,CompanyCode18,1000013633,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080344,2022,,111140889,10000803442022
100,CompanyCode18,1000013634,2022,Documenttype1,2022-04-18,4,2022-04-22,2022-04-22,1000080354,2022,,36924746,10000803542022
100,CompanyCode18,1000013635,2022,Documenttype1,2022-04-18,4,2022-04-22,2022-04-22,1000080355,2022,,36924744,10000803552022
100,CompanyCode18,1000013636,2022,Documenttype1,2022-04-19,4,2022-04-22,2022-04-22,1000080356,2022,,22006471,10000803562022
100,CompanyCode18,1000013637,2022,Documenttype1,2022-04-13,4,2022-04-22,2022-04-22,1000080359,2022,,F22000313895,10000803592022
100,CompanyCode18,1000013638,2022,Documenttype1,2022-04-20,4,2022-04-22,2022-04-22,1000060813,2022,,P0C100004679,10000608132022
100,CompanyCode18,1000013639,2022,Documenttype1,2022-04-19,4,2022-04-22,2022-04-22,1000060838,2022,,2012145044,10000608382022
100,CompanyCode18,1000013640,2022,Documenttype1,2022-04-19,4,2022-04-22,2022-04-22,1000060839,2022,,2012145046,10000608392022
100,CompanyCode18,1000013641,2022,Documenttype1,2022-04-21,4,2022-04-23,2022-04-23,1000060894,2022,,322V0506,10000608942022
100,CompanyCode18,1000013642,2022,Documenttype1,2022-04-20,4,2022-04-24,2022-04-24,1000041383,2022,,9109470066,10000413832022
100,CompanyCode18,1000013643,2022,Documenttype1,2022-04-04,4,2022-04-25,2022-04-25,1000226158,2022,,1054318854,10002261582022
100,CompanyCode18,1000013644,2022,Documenttype1,2022-04-20,4,2022-04-25,2022-04-25,1000041501,2022,,9320058389,10000415012022
100,CompanyCode18,1000013645,2022,Documenttype1,2022-04-21,4,2022-04-25,2022-04-25,1000041514,2022,,0221224,10000415142022
100,CompanyCode18,1000013646,2022,Documenttype1,2022-03-31,4,2022-04-25,2022-04-25,1000041545,2022,,1096708057,10000415452022
100,CompanyCode18,1000013647,2022,Documenttype1,2022-04-12,4,2022-04-25,2022-04-25,1000080373,2022,,43033138104,10000803732022
100,CompanyCode18,1000013648,2022,Documenttype1,2022-04-12,4,2022-04-25,2022-04-25,1000080401,2022,,20220158,10000804012022
100,CompanyCode18,1000013649,2022,Documenttype1,2022-04-12,4,2022-04-25,2022-04-25,1000080403,2022,,2022 548096 DAX,10000804032022
100,CompanyCode18,1000013650,2022,Documenttype1,2022-04-19,4,2022-04-25,2022-04-25,1000080456,2022,,VF25706324,10000804562022
100,CompanyCode18,1000013651,2022,Documenttype1,2022-02-08,4,2022-04-25,2022-04-25,1000080523,2022,,20220175,10000805232022
100,CompanyCode18,1000013652,2022,Documenttype1,2022-04-26,4,2022-04-26,2022-04-26,1000041586,2022,,VFNW2200795,10000415862022
100,CompanyCode18,1000013653,2022,Documenttype1,2022-01-25,4,2022-04-26,2022-04-26,1000041590,2022,,1054306143,10000415902022
100,CompanyCode18,1000013654,2022,Documenttype1,2022-03-22,4,2022-04-26,2022-04-26,1000041596,2022,,9320057321,10000415962022
100,CompanyCode18,1000013655,2022,Documenttype1,2022-03-28,4,2022-04-26,2022-04-26,1000041599,2022,,9320057594,10000415992022
100,CompanyCode18,1000013656,2022,Documenttype1,2022-04-22,4,2022-04-26,2022-04-26,1000041601,2022,,1932188,10000416012022
100,CompanyCode18,1000013657,2022,Documenttype1,2022-04-26,4,2022-04-26,2022-04-26,1000041635,2022,,221602,10000416352022
100,CompanyCode18,1000013658,2022,Documenttype1,2022-03-11,4,2022-04-26,2022-04-26,1000080550,2022,,VF585057,10000805502022
100,CompanyCode18,1000013659,2022,Documenttype1,2022-04-13,4,2022-04-26,2022-04-26,1000080558,2022,,VF25706138,10000805582022
100,CompanyCode18,1000013660,2022,Documenttype1,2022-04-25,4,2022-04-26,2022-04-26,1000080565,2022,,1405708,10000805652022
100,CompanyCode18,1000013661,2022,Documenttype1,2022-04-07,4,2022-04-26,2022-04-26,1000080569,2022,,2600575,10000805692022
100,CompanyCode18,1000013662,2022,Documenttype1,2022-04-07,4,2022-04-26,2022-04-26,1000080575,2022,,2600572,10000805752022
100,CompanyCode18,1000013663,2022,Documenttype1,2022-04-12,4,2022-04-26,2022-04-26,1000080576,2022,,2600613,10000805762022
100,CompanyCode18,1000013664,2022,Documenttype1,2022-04-12,4,2022-04-26,2022-04-26,1000080592,2022,,972010166,10000805922022
100,CompanyCode18,1000013665,2022,Documenttype1,2022-03-30,4,2022-04-26,2022-04-26,1000061003,2022,,22700321,10000610032022
100,CompanyCode18,1000013666,2022,Documenttype1,2022-04-22,4,2022-04-26,2022-04-26,1000061023,2022,,4120783497,10000610232022
100,CompanyCode18,1000013667,2022,Documenttype1,2022-04-01,4,2022-04-26,2022-04-26,1000061025,2022,2022-04-26,DSI144366,10000610252022
100,CompanyCode18,1000013668,2022,Documenttype1,2022-04-01,4,2022-04-26,2022-04-26,1000061029,2022,2022-04-26,DSI144366_NEW,10000610292022
100,CompanyCode18,1000013669,2022,Documenttype1,2022-04-11,4,2022-04-27,2022-04-27,1000041675,2022,,36901777,10000416752022
100,CompanyCode18,1000013670,2022,Documenttype1,2022-02-25,4,2022-04-27,2022-04-27,1000041707,2022,,4120767473,10000417072022
100,CompanyCode18,1000013671,2022,Documenttype1,2022-04-22,4,2022-04-27,2022-04-27,1000080609,2022,,22501716,10000806092022
100,CompanyCode18,1000013672,2022,Documenttype1,2022-04-20,4,2022-04-27,2022-04-27,1000080659,2022,,220202,10000806592022
100,CompanyCode18,1000013673,2022,Documenttype1,2022-04-26,4,2022-04-27,2022-04-27,1000080662,2022,,221607,10000806622022
100,CompanyCode18,1000013674,2022,Documenttype1,2022-04-26,4,2022-04-27,2022-04-27,1000080664,2022,,221603,10000806642022
100,CompanyCode18,1000013675,2022,Documenttype1,2022-04-26,4,2022-04-27,2022-04-27,1000080666,2022,,221605,10000806662022
100,CompanyCode18,1000013676,2022,Documenttype1,2022-04-26,4,2022-04-27,2022-04-27,1000080668,2022,,221604,10000806682022
100,CompanyCode18,1000013677,2022,Documenttype1,2022-03-31,4,2022-04-28,2022-04-28,1000041802,2022,,222256834,10000418022022
100,CompanyCode18,1000013678,2022,Documenttype1,2022-04-25,4,2022-04-28,2022-04-28,1000080825,2022,,22-00189,10000808252022
100,CompanyCode18,1000013679,2022,Documenttype1,2022-04-14,4,2022-04-28,2022-04-28,1000080835,2022,,111140905,10000808352022
100,CompanyCode18,1000013680,2022,Documenttype1,2022-04-18,4,2022-04-28,2022-04-28,1000080836,2022,,36924745,10000808362022
100,CompanyCode18,1000013681,2022,Documenttype1,2022-04-25,4,2022-04-28,2022-04-28,1000061211,2022,,95758028,10000612112022
100,CompanyCode18,1000013682,2022,Documenttype1,2022-04-28,4,2022-04-28,2022-04-28,1000061278,2022,,4120784901,10000612782022
100,CompanyCode18,1000013683,2022,Documenttype1,2022-04-12,4,2022-04-29,2022-04-29,1000041885,2022,2022-04-29,43033138104,10000418852022
100,CompanyCode18,1000013684,2022,Documenttype1,2022-04-12,4,2022-04-29,2022-04-29,1000041888,2022,,43033138104_NEW,10000418882022
100,CompanyCode18,1000013685,2022,Documenttype1,2022-04-07,4,2022-04-29,2022-04-29,1000080853,2022,,143332407,10000808532022
100,CompanyCode18,1000013686,2022,Documenttype1,2022-04-26,4,2022-04-29,2022-04-29,1000080872,2022,,65045912,10000808722022
100,CompanyCode18,1000013687,2022,Documenttype1,2022-03-31,4,2022-04-29,2022-04-29,1000080893,2022,,SIP/60013959,10000808932022
100,CompanyCode18,1000013688,2022,Documenttype1,2022-04-06,4,2022-04-29,2022-04-29,1000080895,2022,,1071558059,10000808952022
100,CompanyCode18,1000013689,2022,Documenttype1,2022-04-19,4,2022-04-29,2022-04-29,1000080904,2022,,97467,10000809042022
100,CompanyCode18,1000013690,2022,Documenttype1,2022-04-26,4,2022-04-29,2022-04-29,1000080919,2022,,322V0535,10000809192022
100,CompanyCode18,1000013691,2022,Documenttype1,2022-04-05,4,2022-04-29,2022-04-29,1000080933,2022,,2012144636,10000809332022
100,CompanyCode18,1000013692,2022,Documenttype1,2022-04-05,4,2022-04-29,2022-04-29,1000080935,2022,,2012144637,10000809352022
100,CompanyCode18,1000013693,2022,Documenttype1,2022-04-27,4,2022-04-29,2022-04-29,1000061312,2022,,2402542979,10000613122022
100,CompanyCode18,1000013694,2022,Documenttype1,2022-04-27,4,2022-04-30,2022-04-30,1000061348,2022,,2402542987,10000613482022
100,CompanyCode18,1000013695,2022,Documenttype1,2022-04-26,4,2022-04-30,2022-04-30,1000061350,2022,,2402542438,10000613502022
100,CompanyCode18,1000013696,2022,Documenttype1,2022-04-28,4,2022-04-30,2022-04-30,1000061351,2022,,2402542435,10000613512022
100,CompanyCode18,1000013697,2022,Documenttype1,2022-04-27,5,2022-05-01,2022-05-01,1000041935,2022,,9109480495,10000419352022
100,CompanyCode18,1000013698,2022,Documenttype1,2022-05-03,5,2022-05-19,2022-05-19,1000062592,2022,,V07220581,10000625922022
100,CompanyCode18,1000013699,2022,Documenttype1,2022-05-12,5,2022-05-19,2022-05-19,1000042954,2022,,V01220096,10000429542022
100,CompanyCode18,1000013700,2022,Documenttype1,2022-05-12,5,2022-05-19,2022-05-19,1000042956,2022,,V01220097,10000429562022
100,CompanyCode18,1000013701,2022,Documenttype1,2022-05-17,5,2022-05-19,2022-05-19,1000042957,2022,,322V0602,10000429572022
100,CompanyCode18,1000013702,2022,Documenttype1,2022-05-17,5,2022-05-19,2022-05-19,1000042959,2022,,22700927,10000429592022
100,CompanyCode18,1000013703,2022,Documenttype1,2022-05-18,5,2022-05-19,2022-05-19,1000042993,2022,,91268496,10000429932022
100,CompanyCode18,1000013704,2022,Documenttype1,2022-05-13,5,2022-05-20,2022-05-20,1000043061,2022,,322V0599,10000430612022
100,CompanyCode18,1000013705,2022,Documenttype1,2022-04-29,5,2022-05-24,2022-05-24,1000082281,2022,,20220033,10000822812022
100,CompanyCode18,1000013706,2022,Documenttype1,2022-05-20,5,2022-05-24,2022-05-24,1000082314,2022,,510 13322928,10000823142022
100,CompanyCode18,1000013707,2022,Documenttype1,2022-05-20,5,2022-05-24,2022-05-24,1000062709,2022,,9320059655,10000627092022
100,CompanyCode18,1000013708,2022,Documenttype1,2022-05-16,5,2022-05-24,2022-05-24,1000062715,2022,,VF25707633,10000627152022
100,CompanyCode18,1000013709,2022,Documenttype1,2022-05-16,5,2022-05-24,2022-05-24,1000062716,2022,,VF25707631,10000627162022
100,CompanyCode18,1000013710,2022,Documenttype1,2022-04-28,5,2022-05-24,2022-05-24,1000062728,2022,,VF25706841,10000627282022
100,CompanyCode18,1000013711,2022,Documenttype1,2022-05-03,5,2022-05-24,2022-05-24,1000062729,2022,,VF25707026,10000627292022
100,CompanyCode18,1000013712,2022,Documenttype1,2022-05-04,5,2022-05-24,2022-05-24,1000062730,2022,,VF25707102,10000627302022
100,CompanyCode18,1000013713,2022,Documenttype1,2022-05-16,5,2022-05-24,2022-05-24,1000062731,2022,,VF25707630,10000627312022
100,CompanyCode18,1000013714,2022,Documenttype1,2022-05-18,5,2022-05-24,2022-05-24,1000062738,2022,,VF25707794,10000627382022
100,CompanyCode18,1000013715,2022,Documenttype1,2022-05-09,5,2022-05-24,2022-05-24,1000062763,2022,,143474738,10000627632022
100,CompanyCode18,1000013716,2022,Documenttype1,2022-05-24,5,2022-05-24,2022-05-24,1000062780,2022,,65046440,10000627802022
100,CompanyCode18,1000013717,2022,Documenttype1,2022-05-19,5,2022-05-25,2022-05-25,1000082336,2022,,VF25707873,10000823362022
100,CompanyCode18,1000013718,2022,Documenttype1,2022-05-11,5,2022-05-25,2022-05-25,1000082364,2022,,2220404,10000823642022
100,CompanyCode18,1000013719,2022,Documenttype1,2022-04-29,5,2022-05-25,2022-05-25,1000082368,2022,,22603309,10000823682022
100,CompanyCode18,1000013720,2022,Documenttype1,2022-04-28,5,2022-05-25,2022-05-25,1000062820,2022,,1220640,10000628202022
100,CompanyCode18,1000013721,2022,Documenttype1,2022-02-02,5,2022-05-25,2022-05-25,1000062873,2022,,91561016,10000628732022
100,CompanyCode18,1000013722,2022,Documenttype1,2022-04-13,5,2022-05-25,2022-05-25,1000062878,2022,,FA-220255,10000628782022
100,CompanyCode18,1000013723,2022,Documenttype1,2022-05-18,5,2022-05-25,2022-05-25,1000062881,2022,,77140,10000628812022
100,CompanyCode18,1000013724,2022,Documenttype1,2022-04-13,5,2022-05-25,2022-05-25,1000062882,2022,,220184,10000628822022
100,CompanyCode18,1000013725,2022,Documenttype1,2022-05-17,5,2022-05-25,2022-05-25,1000062887,2022,,200-V2205304,10000628872022
100,CompanyCode18,1000013726,2022,Documenttype1,2022-05-16,5,2022-05-25,2022-05-25,1000062888,2022,,322V0601,10000628882022
100,CompanyCode18,1000013727,2022,Documenttype1,2022-05-16,5,2022-05-25,2022-05-25,1000043268,2022,,37027190,10000432682022
100,CompanyCode18,1000013728,2022,Documenttype1,2022-05-19,5,2022-05-26,2022-05-26,1000062896,2022,,11223289448,10000628962022
100,CompanyCode18,1000013729,2022,Documenttype1,2022-05-18,5,2022-05-26,2022-05-26,1000062902,2022,,90045675,10000629022022
100,CompanyCode18,1000013730,2022,Documenttype1,2022-05-11,5,2022-05-27,2022-05-27,1000082428,2022,,0320179,10000824282022
100,CompanyCode18,1000013731,2022,Documenttype1,2022-05-17,5,2022-05-27,2022-05-27,1000082430,2022,,2022564030DAX,10000824302022
100,CompanyCode18,1000013732,2022,Documenttype1,2022-05-18,5,2022-05-27,2022-05-27,1000082431,2022,,22700344,10000824312022
100,CompanyCode18,1000013733,2022,Documenttype1,2022-05-18,5,2022-05-27,2022-05-27,1000082432,2022,,VF25707791,10000824322022
100,CompanyCode18,1000013734,2022,Documenttype1,2022-05-20,5,2022-05-27,2022-05-27,1000082439,2022,,2810025536,10000824392022
100,CompanyCode18,1000013735,2022,Documenttype1,2022-05-23,5,2022-05-27,2022-05-27,1000082440,2022,,37054912,10000824402022
100,CompanyCode18,1000013736,2022,Documenttype1,2022-05-24,5,2022-05-27,2022-05-27,1000082453,2022,,322V0643,10000824532022
100,CompanyCode18,1000013737,2022,Documenttype1,2022-05-23,5,2022-05-27,2022-05-27,1000082471,2022,2022-05-30,20220299,10000824712022
100,CompanyCode18,1000013738,2022,Documenttype1,2022-05-17,5,2022-05-30,2022-05-30,1000082518,2022,,210803,10000825182022
100,CompanyCode18,1000013739,2022,Documenttype1,2022-05-23,5,2022-05-30,2022-05-30,1000082528,2022,2022-05-30,20220299,10000825282022
100,CompanyCode18,1000013740,2022,Documenttype1,2022-05-23,5,2022-05-30,2022-05-30,1000082529,2022,2022-05-30,20220299_NEW,10000825292022
100,CompanyCode18,1000013741,2022,Documenttype1,2022-05-24,5,2022-05-30,2022-05-30,1000063053,2022,,111143231,10000630532022
100,CompanyCode18,1000013742,2022,Documenttype1,2022-05-25,5,2022-05-30,2022-05-30,1000063054,2022,,8630,10000630542022
100,CompanyCode18,1000013743,2022,Documenttype1,2022-04-29,5,2022-05-30,2022-05-30,1000063073,2022,,357250,10000630732022
100,CompanyCode18,1000013744,2022,Documenttype1,2022-05-09,5,2022-05-30,2022-05-30,1000043429,2022,,22700491,10000434292022
100,CompanyCode18,1000013745,2022,Documenttype1,2022-05-31,6,2022-06-20,2022-06-20,1000226159,2022,,VRK220960,10002261592022
100,CompanyCode18,1000013746,2022,Documenttype1,2022-06-10,6,2022-06-20,2022-06-20,1000063963,2022,,22701795,10000639632022
100,CompanyCode18,1000013747,2022,Documenttype1,2022-05-27,6,2022-06-21,2022-06-21,1000044384,2022,,8002652331,10000443842022
100,CompanyCode18,1000013748,2022,Documenttype1,2022-06-13,6,2022-06-21,2022-06-21,1000044391,2022,,18885/228003035,10000443912022
100,CompanyCode18,1000013749,2022,Documenttype1,2022-04-12,6,2022-06-21,2022-06-21,1000044400,2022,,3204084,10000444002022
100,CompanyCode18,1000013750,2022,Documenttype1,2022-06-20,6,2022-06-22,2022-06-22,1000083355,2022,,4120798614,10000833552022
100,CompanyCode18,1000013751,2022,Documenttype1,2022-06-08,6,2022-06-22,2022-06-22,1000064134,2022,,143596284,10000641342022
100,CompanyCode18,1000013752,2022,Documenttype1,2022-05-05,6,2022-06-22,2022-06-22,1000064149,2022,2022-06-22,06008000260614,10000641492022
100,CompanyCode18,1000013753,2022,Documenttype1,2022-06-17,6,2022-06-22,2022-06-22,1000044429,2022,,V07220817,10000444292022
100,CompanyCode18,1000013754,2022,Documenttype1,2022-06-02,6,2022-06-22,2022-06-22,1000044430,2022,,V07220756,10000444302022
100,CompanyCode18,1000013755,2022,Documenttype1,2022-06-10,6,2022-06-22,2022-06-22,1000044434,2022,,VF25708879,10000444342022
100,CompanyCode18,1000013756,2022,Documenttype1,2022-06-20,6,2022-06-22,2022-06-22,1000044441,2022,,322V0749,10000444412022
100,CompanyCode18,1000013757,2022,Documenttype1,2022-06-21,6,2022-06-23,2022-06-23,1000083375,2022,,18047745,10000833752022
100,CompanyCode18,1000013758,2022,Documenttype1,2022-06-19,6,2022-06-23,2022-06-23,1000064163,2022,,11226501625,10000641632022
100,CompanyCode18,1000013759,2022,Documenttype1,2022-06-20,6,2022-06-23,2022-06-23,1000226160,2022,,106399014,10002261602022
100,CompanyCode18,1000013760,2022,Documenttype1,2022-06-14,6,2022-06-23,2022-06-23,1000044484,2022,,22700419,10000444842022
100,CompanyCode18,1000013761,2022,Documenttype1,2022-06-09,6,2022-06-23,2022-06-23,1000044485,2022,,40538460366,10000444852022
100,CompanyCode18,1000013762,2022,Documenttype1,2022-06-14,6,2022-06-24,2022-06-24,1000064206,2022,,2022 577555 DAX,10000642062022
100,CompanyCode18,1000013763,2022,Documenttype1,2022-06-16,6,2022-06-27,2022-06-27,1000083480,2022,,200-V2206675,10000834802022
100,CompanyCode18,1000013764,2022,Documenttype1,2022-06-23,6,2022-06-27,2022-06-27,1000083483,2022,,322V0775,10000834832022
100,CompanyCode18,1000013765,2022,Documenttype1,2022-06-09,6,2022-06-27,2022-06-27,1000064291,2022,2022-06-27,40538460366,10000642912022
100,CompanyCode18,1000013766,2022,Documenttype1,2022-06-09,6,2022-06-27,2022-06-27,1000064293,2022,,40538460366_NEW,10000642932022
100,CompanyCode18,1000013767,2022,Documenttype1,2022-06-27,6,2022-06-27,2022-06-27,1000064310,2022,,65046961,10000643102022
100,CompanyCode18,1000013768,2022,Documenttype1,2022-06-20,6,2022-06-28,2022-06-28,1000083497,2022,2022-07-07,2012147001,10000834972022
100,CompanyCode18,1000013769,2022,Documenttype1,2022-06-20,6,2022-06-28,2022-06-28,1000083498,2022,,2012147002,10000834982022
100,CompanyCode18,1000013770,2022,Documenttype1,2022-05-01,6,2022-06-28,2022-06-28,1000064319,2022,,638576,10000643192022
100,CompanyCode18,1000013771,2022,Documenttype1,2022-06-21,6,2022-06-28,2022-06-28,1000064327,2022,,106401607,10000643272022
100,CompanyCode18,1000013772,2022,Documenttype1,2022-06-14,6,2022-06-28,2022-06-28,1000044701,2022,,VF25709150,10000447012022
100,CompanyCode18,1000013773,2022,Documenttype1,2022-06-21,6,2022-06-28,2022-06-28,1000044702,2022,,VF25709491,10000447022022
100,CompanyCode18,1000013774,2022,Documenttype1,2022-06-03,6,2022-06-29,2022-06-29,1000226161,2022,,2402555900,10002261612022
100,CompanyCode18,1000013775,2022,Documenttype1,2022-06-03,6,2022-06-29,2022-06-29,1000083545,2022,,2402555898,10000835452022
100,CompanyCode18,1000013776,2022,Documenttype1,2022-06-02,6,2022-06-29,2022-06-29,1000083546,2022,,2402555388,10000835462022
100,CompanyCode18,1000013777,2022,Documenttype1,2022-06-02,6,2022-06-29,2022-06-29,1000083547,2022,,2402555387,10000835472022
100,CompanyCode18,1000013778,2022,Documenttype1,2022-05-27,6,2022-06-29,2022-06-29,1000083548,2022,,2402553263,10000835482022
100,CompanyCode18,1000013779,2022,Documenttype1,2022-05-27,6,2022-06-29,2022-06-29,1000083549,2022,,2402553261,10000835492022
100,CompanyCode18,1000013780,2022,Documenttype1,2022-05-30,6,2022-06-29,2022-06-29,1000083550,2022,,9121671846,10000835502022
100,CompanyCode18,1000013781,2022,Documenttype1,2022-05-24,6,2022-06-29,2022-06-29,1000083551,2022,,2402549935,10000835512022
100,CompanyCode18,1000013782,2022,Documenttype1,2022-07-13,7,2022-07-15,2022-07-15,1000064940,2022,,111146873,10000649402022
100,CompanyCode18,1000013783,2022,Documenttype1,2022-07-06,7,2022-07-15,2022-07-15,1000064942,2022,,91277384,10000649422022
100,CompanyCode18,1000013784,2022,Documenttype1,2022-07-12,7,2022-07-17,2022-07-17,1000045433,2022,,743725008,10000454332022
100,CompanyCode18,1000013785,2022,Documenttype1,2022-07-05,7,2022-07-17,2022-07-17,1000045434,2022,,3102366,10000454342022
100,CompanyCode18,1000013786,2022,Documenttype1,2022-07-01,7,2022-07-18,2022-07-18,1000084192,2022,,315190198640,10000841922022
100,CompanyCode18,1000013787,2022,Documenttype1,2022-07-05,7,2022-07-18,2022-07-18,1000084195,2022,,VF25710328,10000841952022
100,CompanyCode18,1000013788,2022,Documenttype1,2022-07-01,7,2022-07-18,2022-07-18,1000084198,2022,,652602,10000841982022
100,CompanyCode18,1000013789,2022,Documenttype1,2022-06-10,7,2022-07-18,2022-07-18,1000084201,2022,,20220610-0104L,10000842012022
100,CompanyCode18,1000013790,2022,Documenttype1,2022-07-01,7,2022-07-18,2022-07-18,1000084202,2022,,202231433,10000842022022
100,CompanyCode18,1000013791,2022,Documenttype1,2022-04-12,7,2022-07-18,2022-07-18,1000084203,2022,2022-07-18,972010166_REV,10000842032022
100,CompanyCode18,1000013792,2022,Documenttype1,2022-06-16,7,2022-07-18,2022-07-18,1000084204,2022,2022-07-18,972010335,10000842042022
100,CompanyCode18,1000013793,2022,Documenttype1,2022-07-05,7,2022-07-18,2022-07-18,1000084206,2022,,972010359,10000842062022
100,CompanyCode18,1000013794,2022,Documenttype1,2022-06-16,7,2022-07-18,2022-07-18,1000084208,2022,,972010335_NEW,10000842082022
100,CompanyCode18,1000013795,2022,Documenttype1,2022-04-12,7,2022-07-18,2022-07-18,1000084211,2022,,972010166_NEW,10000842112022
100,CompanyCode18,1000013796,2022,Documenttype1,2022-07-06,7,2022-07-19,2022-07-19,1000045450,2022,,22007918,10000454502022
100,CompanyCode18,1000013797,2022,Documenttype1,2022-07-12,7,2022-07-19,2022-07-19,1000045454,2022,,2022 591405 DAX,10000454542022
100,CompanyCode18,1000013798,2022,Documenttype1,2022-06-21,7,2022-07-19,2022-07-19,1000045456,2022,,VF25709493,10000454562022
100,CompanyCode18,1000013799,2022,Documenttype1,2022-07-07,7,2022-07-19,2022-07-19,1000045457,2022,,143730485,10000454572022
100,CompanyCode18,1000013800,2022,Documenttype1,2022-07-04,7,2022-07-19,2022-07-19,1000045461,2022,,3003574,10000454612022
100,CompanyCode18,1000013801,2022,Documenttype1,2022-07-04,7,2022-07-19,2022-07-19,1000045462,2022,,3003463,10000454622022
100,CompanyCode18,1000013802,2022,Documenttype1,2022-03-31,7,2022-07-19,2022-07-19,1000045466,2022,,2700005813,10000454662022
100,CompanyCode18,1000013803,2022,Documenttype1,2022-06-14,7,2022-07-19,2022-07-19,1000045475,2022,,SA-F22-105,10000454752022
100,CompanyCode18,1000013804,2022,Documenttype1,2022-07-11,7,2022-07-20,2022-07-20,1000065027,2022,,41535302583,10000650272022
100,CompanyCode18,1000013805,2022,Documenttype1,2022-05-13,7,2022-07-20,2022-07-20,1000065047,2022,,V04220421,10000650472022
100,CompanyCode18,1000013806,2022,Documenttype1,2022-05-24,7,2022-07-20,2022-07-20,1000045498,2022,,111143231,10000454982022
100,CompanyCode18,1000013807,2022,Documenttype1,2022-07-15,7,2022-07-20,2022-07-20,1000045508,2022,,2012148007,10000455082022
100,CompanyCode18,1000013808,2022,Documenttype1,2022-05-24,7,2022-07-20,2022-07-20,1000045512,2022,,111143231,10000455122022
100,CompanyCode18,1000013809,2022,Documenttype1,2022-04-06,7,2022-07-20,2022-07-20,1000045513,2022,2022-07-29,111140779,10000455132022
