Client,Company Code,Accounting Document Number,Fiscal Year,Document Type,Document Date in Document,Month,Posting Date in the Document,Day On Which Accounting Document Was Entered,Invoice Document Number,Fiscal Year of Invoice,Date of the Last Document Change by Transaction,Reference Document Number,Accounting Document Key
100,CompanyCode14,1000002789,2022,Documenttype1,2022-02-18,2,2022-02-22,2022-02-22,1000032275,2022,,24036393,10000322752022
100,CompanyCode14,1000002790,2022,Documenttype1,2022-02-16,2,2022-02-22,2022-02-22,1000032290,2022,,VRG22-013069,10000322902022
100,CompanyCode14,1000002791,2022,Documenttype1,2022-02-12,2,2022-02-22,2022-02-22,1000032293,2022,,63426947,10000322932022
100,CompanyCode14,1000002792,2022,Documenttype1,2022-02-15,2,2022-02-22,2022-02-22,1000032297,2022,,6001132506ZFS,10000322972022
100,CompanyCode14,1000002793,2022,Documenttype1,2022-02-18,2,2022-02-22,2022-02-22,1000032299,2022,,TL002686,10000322992022
100,CompanyCode14,1000002794,2022,Documenttype1,2022-02-21,2,2022-02-22,2022-02-22,1000032310,2022,,8000156034,10000323102022
100,CompanyCode14,1000002795,2022,Documenttype1,2022-02-22,2,2022-02-22,2022-02-22,1000071851,2022,,4023121588,10000718512022
100,CompanyCode14,1000002796,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000071916,2022,,4874019537,10000719162022
100,CompanyCode14,1000002797,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000071919,2022,,3668117,10000719192022
100,CompanyCode14,1000002798,2022,Documenttype1,2022-02-20,2,2022-02-23,2022-02-23,1000071922,2022,,4874017067,10000719222022
100,CompanyCode14,1000002799,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000071924,2022,,VRG22-014328,10000719242022
100,CompanyCode14,1000002800,2022,Documenttype1,2022-02-17,2,2022-02-23,2022-02-23,1000071930,2022,,9735792838,10000719302022
100,CompanyCode14,1000002801,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000071931,2022,,256825079,10000719312022
100,CompanyCode14,1000002802,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000071932,2022,,0055766322,10000719322022
100,CompanyCode14,1000002803,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000071934,2022,,0055766324,10000719342022
100,CompanyCode14,1000002804,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000071936,2022,,7412B196954152,10000719362022
100,CompanyCode14,1000002805,2022,Documenttype1,2022-02-17,2,2022-02-23,2022-02-23,1000071937,2022,,9735784633,10000719372022
100,CompanyCode14,1000002806,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000071938,2022,,0055766323,10000719382022
100,CompanyCode14,1000002807,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000071939,2022,,0055766321,10000719392022
100,CompanyCode14,1000002808,2022,Documenttype1,2022-02-16,2,2022-02-23,2022-02-23,1000071943,2022,,9735750988,10000719432022
100,CompanyCode14,1000002809,2022,Documenttype1,2022-02-17,2,2022-02-23,2022-02-23,1000071944,2022,,4023117249,10000719442022
100,CompanyCode14,1000002810,2022,Documenttype1,2022-02-16,2,2022-02-23,2022-02-23,1000071948,2022,,4874009511,10000719482022
100,CompanyCode14,1000002811,2022,Documenttype1,2022-02-16,2,2022-02-23,2022-02-23,1000071950,2022,,3662392,10000719502022
100,CompanyCode14,1000002812,2022,Documenttype1,2022-02-15,2,2022-02-23,2022-02-23,1000071951,2022,,4023114194,10000719512022
100,CompanyCode14,1000002813,2022,Documenttype1,2022-02-07,2,2022-02-23,2022-02-23,1000071952,2022,,VRG22-010357,10000719522022
100,CompanyCode14,1000002814,2022,Documenttype1,2022-02-22,2,2022-02-23,2022-02-23,1000052146,2022,,2290349,10000521462022
100,CompanyCode14,1000002815,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000052178,2022,,22020429,10000521782022
100,CompanyCode14,1000002816,2022,Documenttype1,2022-02-23,2,2022-02-23,2022-02-23,1000052210,2022,,VRG22-015136,10000522102022
100,CompanyCode14,1000002817,2022,Documenttype1,2022-02-23,2,2022-02-23,2022-02-23,1000052211,2022,,VRG22-015137,10000522112022
100,CompanyCode14,1000002818,2022,Documenttype1,2022-02-23,2,2022-02-23,2022-02-23,1000052212,2022,,VRG22-015140,10000522122022
100,CompanyCode14,1000002819,2022,Documenttype1,2022-02-23,2,2022-02-23,2022-02-23,1000052213,2022,,VRG22-015143,10000522132022
100,CompanyCode14,1000002820,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000052218,2022,,4023118713,10000522182022
100,CompanyCode14,1000002821,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000052219,2022,,4023120139,10000522192022
100,CompanyCode14,1000002822,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000052224,2022,,VRG22-014327,10000522242022
100,CompanyCode14,1000002823,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000052227,2022,,3666207,10000522272022
100,CompanyCode14,1000002824,2022,Documenttype1,2022-02-22,2,2022-02-23,2022-02-23,1000052232,2022,,RE22406819,10000522322022
100,CompanyCode14,1000002825,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000052237,2022,,DSR/01104434,10000522372022
100,CompanyCode14,1000002826,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000052239,2022,,DSR/01104431,10000522392022
100,CompanyCode14,1000002827,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000052240,2022,,DSR/01104423,10000522402022
100,CompanyCode14,1000002828,2022,Documenttype1,2022-02-18,2,2022-02-23,2022-02-23,1000052241,2022,,DSR/01104173,10000522412022
100,CompanyCode14,1000002829,2022,Documenttype1,2022-02-22,2,2022-02-23,2022-02-23,1000052242,2022,,RE22406729,10000522422022
100,CompanyCode14,1000002830,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000052243,2022,,DSR/01104428,10000522432022
100,CompanyCode14,1000002831,2022,Documenttype1,2022-02-22,2,2022-02-23,2022-02-23,1000052245,2022,,RE22406734,10000522452022
100,CompanyCode14,1000002832,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000052246,2022,,DSR/01104418,10000522462022
100,CompanyCode14,1000002833,2022,Documenttype1,2022-02-22,2,2022-02-23,2022-02-23,1000052247,2022,,RE22406748,10000522472022
100,CompanyCode14,1000002834,2022,Documenttype1,2022-02-22,2,2022-02-23,2022-02-23,1000052248,2022,,RE22406732,10000522482022
100,CompanyCode14,1000002835,2022,Documenttype1,2022-02-23,2,2022-02-23,2022-02-23,1000052251,2022,,812295,10000522512022
100,CompanyCode14,1000002836,2022,Documenttype1,2022-02-23,2,2022-02-23,2022-02-23,1000052253,2022,,220745,10000522532022
100,CompanyCode14,1000002837,2022,Documenttype1,2022-01-12,2,2022-02-23,2022-02-23,1000052270,2022,,80704821,10000522702022
100,CompanyCode14,1000002838,2022,Documenttype1,2022-02-09,2,2022-02-23,2022-02-23,1000052277,2022,,2200573,10000522772022
100,CompanyCode14,1000002839,2022,Documenttype1,2022-02-17,2,2022-02-23,2022-02-23,1000052295,2022,,9500485374,10000522952022
100,CompanyCode14,1000002840,2022,Documenttype1,2022-01-10,2,2022-02-23,2022-02-23,1000052311,2022,,451090,10000523112022
100,CompanyCode14,1000002841,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000032372,2022,,73047505,10000323722022
100,CompanyCode14,1000002842,2022,Documenttype1,2022-02-11,2,2022-02-23,2022-02-23,1000032386,2022,,6020144157,10000323862022
100,CompanyCode14,1000002843,2022,Documenttype1,2022-02-21,2,2022-02-23,2022-02-23,1000032440,2022,,9555172315,10000324402022
100,CompanyCode14,1000002844,2022,Documenttype1,2022-02-23,2,2022-02-23,2022-02-23,1000032551,2022,,7412B196985631,10000325512022
100,CompanyCode14,1000002845,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000032576,2022,,VRG22-015142,10000325762022
100,CompanyCode14,1000002846,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000032577,2022,,VRG22-015138,10000325772022
100,CompanyCode14,1000002847,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000032578,2022,,402200879,10000325782022
100,CompanyCode14,1000002848,2022,Documenttype1,2022-02-21,2,2022-02-24,2022-02-24,1000032585,2022,,430434,10000325852022
100,CompanyCode14,1000002849,2022,Documenttype1,2022-02-19,2,2022-02-24,2022-02-24,1000032586,2022,,63437140,10000325862022
100,CompanyCode14,1000002850,2022,Documenttype1,2022-02-09,2,2022-02-24,2022-02-24,1000032594,2022,,0055749539,10000325942022
100,CompanyCode14,1000002851,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071960,2022,,50144349,10000719602022
100,CompanyCode14,1000002852,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071961,2022,,50144364,10000719612022
100,CompanyCode14,1000002853,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071962,2022,,50144351,10000719622022
100,CompanyCode14,1000002854,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071963,2022,,50144362,10000719632022
100,CompanyCode14,1000002855,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071964,2022,,50144363,10000719642022
100,CompanyCode14,1000002856,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071965,2022,,50144350,10000719652022
100,CompanyCode14,1000002857,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071966,2022,,50144356,10000719662022
100,CompanyCode14,1000002858,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071967,2022,,50144348,10000719672022
100,CompanyCode14,1000002859,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071968,2022,,50144370,10000719682022
100,CompanyCode14,1000002860,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071969,2022,,50144346,10000719692022
100,CompanyCode14,1000002861,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071970,2022,,50144368,10000719702022
100,CompanyCode14,1000002862,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071971,2022,,50144357,10000719712022
100,CompanyCode14,1000002863,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000071972,2022,,50144360,10000719722022
100,CompanyCode14,1000002864,2022,Documenttype1,2022-02-21,2,2022-02-24,2022-02-24,1000072029,2022,,9735912890,10000720292022
100,CompanyCode14,1000002865,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000072030,2022,,9700063697,10000720302022
100,CompanyCode14,1000002866,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000072031,2022,,9700063704,10000720312022
100,CompanyCode14,1000002867,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000072032,2022,,9700063703,10000720322022
100,CompanyCode14,1000002868,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000072033,2022,,9700063706,10000720332022
100,CompanyCode14,1000002869,2022,Documenttype1,2022-02-21,2,2022-02-24,2022-02-24,1000072034,2022,,9735919127,10000720342022
100,CompanyCode14,1000002870,2022,Documenttype1,2022-02-11,2,2022-02-24,2022-02-24,1000072064,2022,,60220404,10000720642022
100,CompanyCode14,1000002871,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000072083,2022,,RE222106,10000720832022
100,CompanyCode14,1000002872,2022,Documenttype1,2022-02-17,2,2022-02-24,2022-02-24,1000072092,2022,,91799373,10000720922022
100,CompanyCode14,1000002873,2022,Documenttype1,2022-02-04,2,2022-02-24,2022-02-24,1000072109,2022,,3649527,10000721092022
100,CompanyCode14,1000002874,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000072111,2022,,R220555,10000721112022
100,CompanyCode14,1000002875,2022,Documenttype1,2022-02-17,2,2022-02-24,2022-02-24,1000072127,2022,,91800266,10000721272022
100,CompanyCode14,1000002876,2022,Documenttype1,2022-02-21,2,2022-02-24,2022-02-24,1000072135,2022,,622003207,10000721352022
100,CompanyCode14,1000002877,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052328,2022,,58229,10000523282022
100,CompanyCode14,1000002878,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052330,2022,,58230,10000523302022
100,CompanyCode14,1000002879,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052343,2022,,58231,10000523432022
100,CompanyCode14,1000002880,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052344,2022,,58232,10000523442022
100,CompanyCode14,1000002881,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000052347,2022,,814153800,10000523472022
100,CompanyCode14,1000002882,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052348,2022,,58233,10000523482022
100,CompanyCode14,1000002883,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052350,2022,,58234,10000523502022
100,CompanyCode14,1000002884,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052373,2022,,58235,10000523732022
100,CompanyCode14,1000002885,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052405,2022,,90003515,10000524052022
100,CompanyCode14,1000002886,2022,Documenttype1,2022-02-18,2,2022-02-24,2022-02-24,1000052408,2022,,1291422,10000524082022
100,CompanyCode14,1000002887,2022,Documenttype1,2022-02-21,2,2022-02-24,2022-02-24,1000052410,2022,,1318022,10000524102022
100,CompanyCode14,1000002888,2022,Documenttype1,2022-02-17,2,2022-02-24,2022-02-24,1000052420,2022,,0055764111,10000524202022
100,CompanyCode14,1000002889,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000052421,2022,,RE22407016,10000524212022
100,CompanyCode14,1000002890,2022,Documenttype1,2022-02-23,2,2022-02-24,2022-02-24,1000052423,2022,,RE22407014,10000524232022
100,CompanyCode14,1000002891,2022,Documenttype1,2022-02-18,2,2022-02-24,2022-02-24,1000052427,2022,,22005891,10000524272022
100,CompanyCode14,1000002892,2022,Documenttype1,2022-02-22,2,2022-02-24,2022-02-24,1000052437,2022,,22003838,10000524372022
100,CompanyCode14,1000002893,2022,Documenttype1,2022-02-16,2,2022-02-24,2022-02-24,1000052443,2022,,8102105239,10000524432022
100,CompanyCode14,1000002894,2022,Documenttype1,2022-02-21,2,2022-02-24,2022-02-24,1000052481,2022,,0055769612,10000524812022
100,CompanyCode14,1000002895,2022,Documenttype1,2022-02-23,2,2022-02-25,2022-02-25,1000032749,2022,,63442421,10000327492022
100,CompanyCode14,1000002896,2022,Documenttype1,2022-02-23,2,2022-02-25,2022-02-25,1000032757,2022,,VRG22-015144,10000327572022
100,CompanyCode14,1000002897,2022,Documenttype1,2022-02-23,2,2022-02-25,2022-02-25,1000032758,2022,,VRG22-015139,10000327582022
100,CompanyCode14,1000002898,2022,Documenttype1,2022-02-22,2,2022-02-25,2022-02-25,1000032760,2022,,4874022806,10000327602022
100,CompanyCode14,1000002899,2022,Documenttype1,2022-02-21,2,2022-02-25,2022-02-25,1000032761,2022,,9735911093,10000327612022
100,CompanyCode14,1000002900,2022,Documenttype1,2022-02-21,2,2022-02-25,2022-02-25,1000032766,2022,,0055769613,10000327662022
100,CompanyCode14,1000002901,2022,Documenttype1,2022-02-21,2,2022-02-25,2022-02-25,1000032770,2022,,0055769609,10000327702022
100,CompanyCode14,1000002902,2022,Documenttype1,2022-02-24,2,2022-02-25,2022-02-25,1000072171,2022,,6037192012,10000721712022
100,CompanyCode14,1000002903,2022,Documenttype1,2022-02-24,2,2022-02-25,2022-02-25,1000072214,2022,,DSR/01105364,10000722142022
100,CompanyCode14,1000002904,2022,Documenttype1,2022-02-24,2,2022-02-25,2022-02-25,1000072218,2022,,DSR/01105351,10000722182022
100,CompanyCode14,1000002905,2022,Documenttype1,2022-02-23,2,2022-02-25,2022-02-25,1000072226,2022,,63442420,10000722262022
100,CompanyCode14,1000002906,2022,Documenttype1,2022-02-21,2,2022-02-25,2022-02-25,1000072236,2022,,4227963345,10000722362022
100,CompanyCode14,1000002907,2022,Documenttype1,2022-03-07,3,2022-03-09,2022-03-09,1000054404,2022,,2240767,10000544042022
100,CompanyCode14,1000002908,2022,Documenttype1,2022-03-07,3,2022-03-09,2022-03-09,1000054412,2022,,94347650,10000544122022
100,CompanyCode14,1000002909,2022,Documenttype1,2022-03-09,3,2022-03-09,2022-03-09,1000054443,2022,,VRG22-019902,10000544432022
100,CompanyCode14,1000002910,2022,Documenttype1,2022-03-09,3,2022-03-09,2022-03-09,1000054447,2022,,VRG22-019903,10000544472022
100,CompanyCode14,1000002911,2022,Documenttype1,2022-02-28,3,2022-03-09,2022-03-09,1000054505,2022,,VRG22-017353,10000545052022
100,CompanyCode14,1000002912,2022,Documenttype1,2022-02-28,3,2022-03-09,2022-03-09,1000054508,2022,,VRG22-017354,10000545082022
100,CompanyCode14,1000002913,2022,Documenttype1,2022-03-07,3,2022-03-09,2022-03-09,1000054510,2022,,VRG22-018921,10000545102022
100,CompanyCode14,1000002914,2022,Documenttype1,2022-03-09,3,2022-03-09,2022-03-09,1000054512,2022,,RE/2022-00137,10000545122022
100,CompanyCode14,1000002915,2022,Documenttype1,2022-03-08,3,2022-03-09,2022-03-09,1000054513,2022,,RE22408976,10000545132022
100,CompanyCode14,1000002916,2022,Documenttype1,2022-03-07,3,2022-03-09,2022-03-09,1000054529,2022,,58431,10000545292022
100,CompanyCode14,1000002917,2022,Documenttype1,2022-03-07,3,2022-03-09,2022-03-09,1000054531,2022,,58432,10000545312022
100,CompanyCode14,1000002918,2022,Documenttype1,2022-03-08,3,2022-03-09,2022-03-09,1000034846,2022,,0055794368,10000348462022
100,CompanyCode14,1000002919,2022,Documenttype1,2022-03-07,3,2022-03-09,2022-03-09,1000034909,2022,,474767,10000349092022
100,CompanyCode14,1000002920,2022,Documenttype1,2022-03-03,3,2022-03-10,2022-03-10,1000034983,2022,,9736347862,10000349832022
100,CompanyCode14,1000002921,2022,Documenttype1,2022-02-16,3,2022-03-10,2022-03-10,1000034992,2022,,52250163,10000349922022
100,CompanyCode14,1000002922,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074202,2022,,50243889,10000742022022
100,CompanyCode14,1000002923,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074203,2022,,50243906,10000742032022
100,CompanyCode14,1000002924,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074204,2022,,50243890,10000742042022
100,CompanyCode14,1000002925,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074206,2022,,50243907,10000742062022
100,CompanyCode14,1000002926,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074207,2022,,50243892,10000742072022
100,CompanyCode14,1000002927,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074208,2022,,50243896,10000742082022
100,CompanyCode14,1000002928,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074209,2022,,50243910,10000742092022
100,CompanyCode14,1000002929,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074210,2022,,50243912,10000742102022
100,CompanyCode14,1000002930,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074211,2022,,50243891,10000742112022
100,CompanyCode14,1000002931,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074212,2022,,50243903,10000742122022
100,CompanyCode14,1000002932,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074213,2022,,50243914,10000742132022
100,CompanyCode14,1000002933,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074214,2022,,50243902,10000742142022
100,CompanyCode14,1000002934,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074215,2022,,50243901,10000742152022
100,CompanyCode14,1000002935,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074216,2022,,50243900,10000742162022
100,CompanyCode14,1000002936,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074217,2022,,50243904,10000742172022
100,CompanyCode14,1000002937,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000074218,2022,,50243905,10000742182022
100,CompanyCode14,1000002938,2022,Documenttype1,2022-03-03,3,2022-03-10,2022-03-10,1000074329,2022,,548K0091044886,10000743292022
100,CompanyCode14,1000002939,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000054585,2022,,4874061558,10000545852022
100,CompanyCode14,1000002940,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000054590,2022,,0055796757,10000545902022
100,CompanyCode14,1000002941,2022,Documenttype1,2022-03-07,3,2022-03-10,2022-03-10,1000054648,2022,,73079679,10000546482022
100,CompanyCode14,1000002942,2022,Documenttype1,2022-03-07,3,2022-03-10,2022-03-10,1000054650,2022,,202203027,10000546502022
100,CompanyCode14,1000002943,2022,Documenttype1,2022-03-08,3,2022-03-10,2022-03-10,1000054681,2022,,4023136213,10000546812022
100,CompanyCode14,1000002944,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000054699,2022,,814197643,10000546992022
100,CompanyCode14,1000002945,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000054700,2022,,814197645,10000547002022
100,CompanyCode14,1000002946,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000054701,2022,,814197646,10000547012022
100,CompanyCode14,1000002947,2022,Documenttype1,2022-03-08,3,2022-03-10,2022-03-10,1000054702,2022,,814245792,10000547022022
100,CompanyCode14,1000002948,2022,Documenttype1,2022-03-08,3,2022-03-10,2022-03-10,1000054705,2022,,814245794,10000547052022
100,CompanyCode14,1000002949,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000054711,2022,,181953935,10000547112022
100,CompanyCode14,1000002950,2022,Documenttype1,2022-03-08,3,2022-03-10,2022-03-10,1000054714,2022,,783799,10000547142022
100,CompanyCode14,1000002951,2022,Documenttype1,2022-03-01,3,2022-03-10,2022-03-10,1000054783,2022,,10175449245,10000547832022
100,CompanyCode14,1000002952,2022,Documenttype1,2022-03-01,3,2022-03-10,2022-03-10,1000054785,2022,,10175449244,10000547852022
100,CompanyCode14,1000002953,2022,Documenttype1,2022-03-01,3,2022-03-10,2022-03-10,1000054786,2022,,10175449241,10000547862022
100,CompanyCode14,1000002954,2022,Documenttype1,2022-03-01,3,2022-03-10,2022-03-10,1000054787,2022,,10175449232,10000547872022
100,CompanyCode14,1000002955,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000054802,2022,,4874061559,10000548022022
100,CompanyCode14,1000002956,2022,Documenttype1,2022-03-03,3,2022-03-10,2022-03-10,1000035016,2022,,0555202300410,10000350162022
100,CompanyCode14,1000002957,2022,Documenttype1,2022-03-08,3,2022-03-10,2022-03-10,1000035040,2022,,58450,10000350402022
100,CompanyCode14,1000002958,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000035043,2022,,9500523421,10000350432022
100,CompanyCode14,1000002959,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000035046,2022,,9500523420,10000350462022
100,CompanyCode14,1000002960,2022,Documenttype1,2022-03-03,3,2022-03-10,2022-03-10,1000035047,2022,,2022/0585,10000350472022
100,CompanyCode14,1000002961,2022,Documenttype1,2022-03-04,3,2022-03-10,2022-03-10,1000035048,2022,,2022/0596,10000350482022
100,CompanyCode14,1000002962,2022,Documenttype1,2022-03-10,3,2022-03-10,2022-03-10,1000035052,2022,,90012505,10000350522022
100,CompanyCode14,1000002963,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000035068,2022,,256863562,10000350682022
100,CompanyCode14,1000002964,2022,Documenttype1,2022-03-01,3,2022-03-10,2022-03-10,1000035077,2022,,20225113296,10000350772022
100,CompanyCode14,1000002965,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000035079,2022,,20225113654,10000350792022
100,CompanyCode14,1000002966,2022,Documenttype1,2022-02-28,3,2022-03-10,2022-03-10,1000035085,2022,,20220167,10000350852022
100,CompanyCode14,1000002967,2022,Documenttype1,2022-02-28,3,2022-03-10,2022-03-10,1000035086,2022,,20220166,10000350862022
100,CompanyCode14,1000002968,2022,Documenttype1,2022-03-08,3,2022-03-10,2022-03-10,1000035087,2022,,2200233,10000350872022
100,CompanyCode14,1000002969,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000035092,2022,,20225113655,10000350922022
100,CompanyCode14,1000002970,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000035097,2022,,20225113656,10000350972022
100,CompanyCode14,1000002971,2022,Documenttype1,2022-03-08,3,2022-03-10,2022-03-10,1000035098,2022,,0011374,10000350982022
100,CompanyCode14,1000002972,2022,Documenttype1,2022-02-28,3,2022-03-10,2022-03-10,1000035112,2022,,9500515279,10000351122022
100,CompanyCode14,1000002973,2022,Documenttype1,2022-03-01,3,2022-03-10,2022-03-10,1000035121,2022,2022-03-10,152203948_NEW,10000351212022
100,CompanyCode14,1000002974,2022,Documenttype1,2022-03-02,3,2022-03-10,2022-03-10,1000035204,2022,,VRG22-017891,10000352042022
100,CompanyCode14,1000002975,2022,Documenttype1,2022-02-24,3,2022-03-10,2022-03-10,1000035206,2022,,RE222104,10000352062022
100,CompanyCode14,1000002976,2022,Documenttype1,2022-03-06,3,2022-03-10,2022-03-10,1000035211,2022,,TL002699,10000352112022
100,CompanyCode14,1000002977,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000035214,2022,,73085679,10000352142022
100,CompanyCode14,1000002978,2022,Documenttype1,2022-03-04,3,2022-03-10,2022-03-10,1000035215,2022,,6155156,10000352152022
100,CompanyCode14,1000002979,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000035224,2022,,6037197811,10000352242022
100,CompanyCode14,1000002980,2022,Documenttype1,2022-03-09,3,2022-03-10,2022-03-10,1000035227,2022,,AR-22034005,10000352272022
100,CompanyCode14,1000002981,2022,Documenttype1,2022-03-10,3,2022-03-10,2022-03-10,1000035228,2022,,RG-22002369,10000352282022
100,CompanyCode14,1000002982,2022,Documenttype1,2022-03-10,3,2022-03-10,2022-03-10,1000035229,2022,,RG-22002368,10000352292022
100,CompanyCode14,1000002983,2022,Documenttype1,2022-03-10,3,2022-03-10,2022-03-11,1000074514,2022,,4000000222,10000745142022
100,CompanyCode14,1000002984,2022,Documenttype1,2022-03-09,3,2022-03-11,2022-03-11,1000074521,2022,,0055796756,10000745212022
100,CompanyCode14,1000002985,2022,Documenttype1,2022-03-09,3,2022-03-11,2022-03-11,1000074524,2022,,90012479,10000745242022
100,CompanyCode14,1000002986,2022,Documenttype1,2022-03-08,3,2022-03-11,2022-03-11,1000074529,2022,,6001137539ZFS,10000745292022
100,CompanyCode14,1000002987,2022,Documenttype1,2022-03-05,3,2022-03-11,2022-03-11,1000074534,2022,,63464476,10000745342022
100,CompanyCode14,1000002988,2022,Documenttype1,2022-03-03,3,2022-03-11,2022-03-11,1000074535,2022,,0055789278,10000745352022
100,CompanyCode14,1000002989,2022,Documenttype1,2022-03-01,3,2022-03-11,2022-03-11,1000074537,2022,,9736250521,10000745372022
100,CompanyCode14,1000002990,2022,Documenttype1,2022-03-02,3,2022-03-11,2022-03-11,1000074538,2022,,9284146360,10000745382022
100,CompanyCode14,1000002991,2022,Documenttype1,2022-03-02,3,2022-03-11,2022-03-11,1000074539,2022,,VRG22-017894,10000745392022
